0,0,13.73963
0.0101,3.63636,13.51493
0.0202,7.27273,13.29412
0.0303,10.90909,13.07723
0.0404,14.54545,12.86423
0.05051,18.18182,12.65514
0.06061,21.81818,12.44995
0.07071,25.45455,12.24866
0.08081,29.09091,12.05128
0.09091,32.72727,11.8578
0.10101,36.36364,11.66823
0.11111,40,11.48255
0.12121,43.63636,11.30079
0.13131,47.27273,11.12292
0.14141,50.90909,10.94896
0.15152,54.54545,10.7789
0.16162,58.18182,10.61274
0.17172,61.81818,10.45049
0.18182,65.45455,10.29214
0.19192,69.09091,10.13769
0.20202,72.72727,9.98715
0.21212,76.36364,9.84051
0.22222,80,9.69778
0.23232,83.63636,9.55894
0.24242,87.27273,9.42402
0.25253,90.90909,9.29299
0.26263,94.54545,9.16587
0.27273,98.18182,9.04265
0.28283,101.81818,8.92333
0.29293,105.45455,8.80792
0.30303,109.09091,8.69641
0.31313,112.72727,8.5888
0.32323,116.36364,8.4851
0.33333,120,8.3853
0.34343,123.63636,8.2894
0.35354,127.27273,8.19741
0.36364,130.90909,8.10932
0.37374,134.54545,8.02514
0.38384,138.18182,7.94485
0.39394,141.81818,7.86847
0.40404,145.45455,7.796
0.41414,149.09091,7.72742
0.42424,152.72727,7.66275
0.43434,156.36364,7.60199
0.44444,160,7.54513
0.45455,163.63636,7.49216
0.46465,167.27273,7.44311
0.47475,170.90909,7.39795
0.48485,174.54545,7.3567
0.49495,178.18182,7.31936
0.50505,181.81818,7.28592
0.51515,185.45455,7.25638
0.52525,189.09091,7.23074
0.53535,192.72727,7.20901
0.54545,196.36364,7.19118
0.55556,200,7.17725
0.56566,203.63636,7.16723
0.57576,207.27273,7.16111
0.58586,210.90909,7.15889
0.59596,214.54545,7.16057
0.60606,218.18182,7.16616
0.61616,221.81818,7.17566
0.62626,225.45455,7.18905
0.63636,229.09091,7.20635
0.64646,232.72727,7.22756
0.65657,236.36364,7.25266
0.66667,240,7.28167
0.67677,243.63636,7.31459
0.68687,247.27273,7.3514
0.69697,250.90909,7.39212
0.70707,254.54545,7.43675
0.71717,258.18182,7.48527
0.72727,261.81818,7.5377
0.73737,265.45455,7.59403
0.74747,269.09091,7.65427
0.75758,272.72727,7.71841
0.76768,276.36364,7.78645
0.77778,280,7.8584
0.78788,283.63636,7.93425
0.79798,287.27273,8.014
0.80808,290.90909,8.09766
0.81818,294.54545,8.18522
0.82828,298.18182,8.27668
0.83838,301.81818,8.37205
0.84848,305.45455,8.47131
0.85859,309.09091,8.57449
0.86869,312.72727,8.68156
0.87879,316.36364,8.79254
0.88889,320,8.90743
0.89899,323.63636,9.02621
0.90909,327.27273,9.1489
0.91919,330.90909,9.27549
0.92929,334.54545,9.40599
0.93939,338.18182,9.54039
0.94949,341.81818,9.67869
0.9596,345.45455,9.8209
0.9697,349.09091,9.967
0.9798,352.72727,10.11702
0.9899,356.36364,10.27093
1,360,10.42875
